NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
"2,10055E+11",2022,4,M,1,1,1,2,0,2,1.0,0,4211306.0,Navegantes,42.0,SC,2.0,1.0,1.0,4211306,Navegantes,42,SC,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,E,C,B,4,G,A,D,E,B,B,D,E,B,B,B,A,B,E,B,B,E,A,B,B
"2,10055E+11",2022,2,F,1,0,1,2,0,2,1.0,0,4209300.0,Lages,42.0,SC,2.0,1.0,1.0,4209300,Lages,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,559.5,585.3,566.3,740.2,EBDCDACADCCCAADDABEDCCAEABEBADECBBBDCDCDCACBC,DEABCEDAEBAAECBDBACBACDBABBBDECAEBDBBBDABBDED,EDABAEBBABCBBDEDBCCBBAEECCBADEAAEEACACADBDBEB,ABDCACEBECACACAEABECADDCADBCBCBCDCCEDBADEEADC,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,140.0,200.0,140.0,160.0,140.0,780.0,E,G,D,D,7,C,A,C,E,B,A,B,B,B,B,B,A,B,B,A,A,E,A,C,B
"2,10057E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4219309.0,Videira,42.0,SC,1.0,1.0,1.0,4219309,Videira,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,456.0,606.3,616.7,592.4,ABBCACBACEEBAABACCDDCBBBCAACECDDABDBABBAAABCC,CBDAAAECDECBEDBADEABCCBCEEADBDBAEEDDEABCBBACD,CDBEDAAABDBEBEDAABDABCEACAEABEEBBACBDCBBDACCC,DCBCBEECCBCABECEDCABCBCEEECBADCAAAEEADDAAEAEC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,200.0,140.0,160.0,180.0,800.0,D,D,B,C,4,D,A,B,D,B,B,B,B,B,A,B,A,B,B,A,A,A,A,B,B
"2,10058E+11",2022,3,F,1,3,1,2,0,2,1.0,0,4217204.0,São Miguel do Oeste,42.0,SC,1.0,1.0,1.0,4217204,São Miguel do Oeste,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,455.7,518.5,580.6,431.3,DCCCEBADDEABCACAEBCDAEBCBCEACDBDCEDABCDBABBDA,EDCABEADACEBEBCDCEBEABDCEAADABAEADBA*CCBDAEEC,DCEAADDECAEDDBADADACAEBCBABAEAEABDECBBACCECBB,DABDAADCDEACDAEEBDACEADBACEBBDAEDBCADBEABDACE,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,200.0,160.0,160.0,200.0,860.0,F,C,D,B,3,F,A,B,D,A,A,B,B,B,B,B,A,A,C,A,B,C,A,B,B
"2,10055E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4211900.0,Palhoça,42.0,SC,2.0,1.0,1.0,4211900,Palhoça,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,454.5,503.3,505.1,415.4,ECCACDBDCDEACCDBCCCDECABDACCACBEABBCDBBCACDEB,EADCACDDEBCCCAEDCAEEEDCADCACABDACBDDAEADBCCAB,AEECECCDDEDBBCDAEAAABEBABADADBCAACDADDCECDCAA,DECDCBBCBECEBBEBADABBACEBBCDBBEEDDEEDCBDACCBB,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,180.0,120.0,120.0,80.0,620.0,E,E,C,C,2,C,A,B,C,A,A,B,B,B,A,B,A,B,C,A,A,C,A,B,B
"2,10057E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4205803.0,Garuva,42.0,SC,2.0,1.0,1.0,4209102,Joinville,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,516.9,509.5,537.6,476.3,BCDBACCDAACEDBBCAEABEBADECABCBDBBDEBADBDECAAE,BEDCAAECADBDBCDBCAABDDCCBBEAABCAAECDDBEABBCCE,DDCBDCCAADEDBEACBBACEBEADAEADEBCAACBBBCDDDCCD,CDBBDBECBAABABDDDBEBCDCAEDAADBEBC*AAABDCBCDAE,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,G,C,D,4,H,A,D,D,C,A,B,B,B,A,B,A,B,D,A,A,E,A,B,B
"2,10058E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4219309.0,Videira,42.0,SC,1.0,1.0,1.0,4219309,Videira,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,607.0,649.0,562.1,540.2,EDCDBEAABACCDADCAACEDBCBEBCBEBCBECABBDADDBBBB,DEABEEDAABACECBEDBACADDDAEABABDAEABDBBDDDBBCA,DCBDAEEBACABAEBBCECCBEDACCBACDEABDBCACAEDCBCA,CECECCEDEABCBBEDDBDACDDBCBDCBBCCDAEDACAEEBAAD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,100.0,40.0,40.0,100.0,40.0,320.0,D,E,C,C,2,C,A,B,B,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B
"2,10056E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4209102.0,Joinville,42.0,SC,2.0,1.0,1.0,4209102,Joinville,42,SC,0,1,1,0,,1055.0,1065.0,,,518.8,476.3,,,CAACBDDAEDBADCBDCAABAADDAAECCEDDAACBCEEDDAEDD,EACAABEDADAABDCCECADBACCBCDCABAAADECCDADEABEA,,1,,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,,1.0,120.0,160.0,80.0,120.0,80.0,560.0,B,B,B,B,2,C,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,A,A
"2,10056E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4211900.0,Palhoça,42.0,SC,2.0,1.0,1.0,4211900,Palhoça,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,535.1,619.6,582.3,666.9,ADEBDCDEABBBEEAEDBDDAAEDDAECDACEAABCABBEABACA,CBDCEEDEDECCADECAAAEBCDDBEAECBAECCEDACEDAAEAB,BDECDCBCDADCABCBDEEAEECCBACAEAEAACABADBCBDAEA,BCDBDBEDEDBACECCBDCCCECAAECBBCCAAEBDADAEDACAA,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,180.0,160.0,180.0,200.0,840.0,E,E,D,D,3,D,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
"2,10057E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4217709.0,Sombrio,42.0,SC,2.0,1.0,1.0,4217709,Sombrio,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,553.0,543.2,477.3,507.4,DBCDDCCBDAACEDBDDEBDBCCEBBABACCEDECBDCBCDABCC,DDACA.AAECADECDEBEBBCDDDAEBCACCBEDBCDDCDBBDCA,DBADCCAEBBABDAECBACDDAEECECBAAACBDDDABACCCACB,CDCDABEBADECBCBCBDBDBAEBBDDDACECDBBDDBCDDBCCC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,160.0,100.0,120.0,140.0,640.0,B,D,C,B,5,D,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,A,A,B,B
"2,10057E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4212304.0,Paulo Lopes,42.0,SC,2.0,1.0,1.0,4205704,Garopaba,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,514.7,642.3,566.6,610.9,CDECBEDDDAECCBADCBAACBACBBBCDEACCCCCAAACCBBAC,AECAAEBBABCBADDAAEABABACECEDADBABBCDECBCBCACD,DDBDCDEABCBDBEEBABAEBDEAEABDBEEABACBBCABDCCCA,BADCCDEBBCABBBEBDBAECDCEEEAEECEBBBAEABDBAECAB,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,80.0,140.0,100.0,80.0,100.0,500.0,D,D,B,C,3,D,A,B,D,A,A,B,B,B,A,B,A,A,C,A,A,C,A,A,B
"2,10057E+11",2022,5,M,1,1,1,2,0,2,1.0,0,4205407.0,Florianópolis,42.0,SC,1.0,1.0,1.0,4205407,Florianópolis,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,431.7,479.2,458.2,493.8,AEBCBCBCEAEBCDDEDADBDCBEBACEABACEADCBDECBBDAD,CDECBEEBCCAEBDEACCACACDCECDDAACABEDBEAACBADDB,BCADACACDEBDCADBCBEBACBDDAEADCBECACAEBCDDCACE,ECDABDADCBECEAACDAEACCDBAEBCBDDEACDBCADCDBCBC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,100.0,160.0,120.0,140.0,80.0,600.0,E,B,D,B,3,E,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,C,A,B,B
"2,10055E+11",2022,3,M,1,3,1,2,0,2,1.0,0,4217006.0,São Ludgero,42.0,SC,2.0,1.0,1.0,4211702,Orleans,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,546.3,554.5,540.4,653.6,ACACABEDDCEBBEBECBBADDEDDEAABABDDCBCBEBBABDCA,BCBCBCDDAEEBBEBDEADBAECCCCDDBEEDBCDABCBAAAEBD,DAEEAEDBCADACEAABDBCECEBDAEAAEDABDBADABCAECBA,BBEBECEADCC*BBBDCACDCABCCBDBCBAEBEBCCDBBDCDCC,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,200.0,140.0,160.0,140.0,760.0,B,B,F,B,3,E,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,B,A,A,B
"2,10058E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4202008.0,Balneário Camboriú,42.0,SC,2.0,1.0,1.0,4202008,Balneário Camboriú,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,515.3,520.6,495.0,644.4,EEBABACAAAEBCCDEDADEABDCBCCEAABEAEBBACDCCABBD,BAACEBBDDBCDAACDDAEDBCEDBBCBCBDECEAABCDDECCAA,BEDDCCCEDADADCCBECEAEDDCBECEAEEBAADECDEADDBBB,DBBCDBBDADCBEDDBDDBBCACEABCDCCCBCEEABDBECACBE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,120.0,120.0,180.0,660.0,F,F,D,B,2,B,A,E,D,B,A,B,B,B,A,B,A,B,B,B,A,B,B,B,B
"2,10055E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4206108.0,Grão-Pará,42.0,SC,2.0,1.0,1.0,4202800,Braço do Norte,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,524.0,649.9,603.4,564.9,CEECBABEEAEDBCADCAAACEACCBACEBEBABAAECDCDECBD,EEDAAADBAECEADDEDEABBBDCCCEDAEDADBBEECBCBBACD,CDBEDCAABDEBBDDAAADCECEACABABBEABACBDCBBEDCCC,DCDCBDECADBCABCBDAAEBBCDADCADDDBDDCEDACCDEBAA,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,140.0,180.0,120.0,160.0,120.0,720.0,B,B,A,A,3,H,A,C,D,B,A,C,B,B,A,B,A,B,C,B,B,C,A,B,B
"2,10058E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4217253.0,São Pedro de Alcântara,42.0,SC,2.0,1.0,1.0,4216602,São José,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,479.5,538.4,557.0,629.1,CEDCACABCDDABBDCCDCBDBBCDDEEBDDECAACBEBCBEEAE,BBBABCADEBECACADCEDCACDCDCBCAEEDDCEABCEDDADCC,DCDDBAEBCACBABABBDACBCCEEABECDAACABCACACDECBB,BDEBACACDCCBEABCCACBEDEACDCCDBAEBDBDBAAEABCBD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,180.0,120.0,120.0,0.0,520.0,B,F,C,B,3,L,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,D,A,D,B
"2,10055E+11",2022,3,F,1,3,1,2,0,2,1.0,0,4216602.0,São José,42.0,SC,2.0,1.0,1.0,4216602,São José,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,551.0,651.1,616.9,527.5,ABEBBEDDABDBCDADEBCDECBECCDACBECABABAEBCCDCBE,ABACADBADBACDCBDAAADBEDDBEAECBAECADBACEDEDEAB,BDECDCCCDACBABEBDAEAEECDAABAECABECDEADBDBDEEA,CEDBDAEBCDAEBECDEBBADEDEECEBBDAABEBABADDCECBB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,160.0,200.0,160.0,160.0,180.0,860.0,H,E,A,B,2,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,C,A,A,A
"2,10055E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4205407.0,Florianópolis,42.0,SC,4.0,1.0,1.0,4205407,Florianópolis,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,565.6,542.2,588.0,629.3,ECEDDECAABCCEABEBEADBECBADBACDBCECBCACBEEBDAB,DCABEADAABCDEABDBEABCDDBAEECABABCACAEDEADBDCA,DCBDEEADACCBBDABDECEBAACCCBCDBAAEDACADCDBAECA,DADAECABEEACBEBDBDEEACBCCBDBCEACDBBCBCADCEBCE,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,200.0,140.0,160.0,180.0,840.0,D,E,D,F,3,E,A,E,D,C,A,C,E,B,A,B,A,B,E,A,B,D,A,C,B
"2,10057E+11",2022,2,F,1,0,1,2,0,2,1.0,0,4211306.0,Navegantes,42.0,SC,2.0,1.0,1.0,4211306,Navegantes,42,SC,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,H,C,F,5,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
"2,10057E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4202404.0,Blumenau,42.0,SC,4.0,1.0,1.0,4202404,Blumenau,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,556.9,555.7,478.3,621.5,DBDCCBEDBDDCBBCBEADBBACBDDADEEBBCADCAAECBCBDA,BDBABCDDCEABBDBDBCDDAABCEADDEBBCDAEABABDBAACC,CBCDACEBCADADBEEADACCCAADEBEDCCAEBEBACCDBEDBA,BDEDACABDCAEDAADBECBCDBABDECCDABCEBCADCBAECDB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,200.0,120.0,180.0,140.0,800.0,E,E,D,D,3,F,A,D,D,B,B,B,B,B,A,B,A,B,D,B,B,D,A,B,B
"2,10055E+11",2022,3,F,1,3,1,2,0,2,1.0,0,4202404.0,Blumenau,42.0,SC,2.0,1.0,1.0,4202404,Blumenau,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,507.9,554.4,550.3,530.9,AABCBDDECEAACEBCAEACBCCAABBACDBEBAADBAEEDADCB,DEACAADADDABEBBBABABEDACAAAEDEDADACBEACABADCE,DBBDEEBEAAACCDEBAACEDACEBCBEAEAAADECACAEACEEE,AABADCBEEAEBABBBCADCDDBEADCBBEAEBCCDABEADDBED,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,120.0,120.0,120.0,60.0,540.0,C,E,C,C,5,H,A,B,C,B,B,B,B,B,B,B,A,B,D,A,A,E,B,B,B
"2,10055E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4202404.0,Blumenau,42.0,SC,3.0,1.0,1.0,4202404,Blumenau,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,596.8,667.5,660.8,731.3,ABCBBAAADBDECEAEEDBDABEEDACCEBBAAADBAABCADCBE,CAECABBDDDABDAEEAAADBBDDAEDCABAECBEDAEEDEAEAB,BDECDBCCDCCDDECBBAEABECABADEAAEBEECCDDBDBCBAA,DBDCACCDCEDDDEBBACBECDAECBCABDAACEBABDBEBACBE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,160.0,200.0,180.0,180.0,180.0,900.0,G,F,D,D,3,F,A,D,C,B,A,B,B,B,A,B,A,B,B,B,B,D,B,B,B
"2,10055E+11",2022,3,F,0,1,1,2,0,2,1.0,0,4209102.0,Joinville,42.0,SC,2.0,1.0,1.0,4209102,Joinville,42,SC,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,F,B,D,3,E,A,B,C,B,A,B,B,B,A,B,A,B,D,A,B,D,A,B,B
"2,10057E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4204608.0,Criciúma,42.0,SC,4.0,1.0,1.0,4204608,Criciúma,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,491.1,600.9,530.2,366.8,DEEBCDCACAEBABDBCBADBAECBDDADCADACEBEBACAECBC,ABDAAADCDECBACEBDAABCAACEEADBDBACBEDEADABEDCD,CDBEDCBABDEEBCBECADCEACACDBABDABCADBCDECDBCBB,BABBDECDAAEBCBEADCBDCBADBEDBCACBDACEBACDEDAEC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,140.0,200.0,120.0,160.0,200.0,820.0,E,D,C,B,4,G,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
"2,10056E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4201406.0,Araranguá,42.0,SC,1.0,1.0,1.0,4201406,Araranguá,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,472.0,566.8,610.3,566.3,ABCAACDAEBAEACDDECDEEBECCCCCCEBDCABAABEDAEDBE,AADCABECDCDECDECAAECBDBDBECDEBDECBEBACEABDCAB,BDECDCCBDCCEADEBBCEAEECABACAECEEAADAEDBDBDBEE,DDECEBCDCDBEAEECBDBCBEECECCACDCECCBDBDBDEEBBB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,180.0,140.0,140.0,160.0,740.0,D,G,C,D,3,F,A,B,D,B,A,B,B,B,B,B,A,B,C,A,A,D,A,B,B
"2,10057E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4204608.0,Criciúma,42.0,SC,2.0,1.0,1.0,4204608,Criciúma,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,425.5,463.1,534.7,563.7,BABDEBCCCBBBDABECCCDDCBABBCEBDDBADBEEBBCACCBB,DADCEEEDDBCECECCBAEEECDDBBDDABDBACBCBEAABCCAB,AAEEECCADAADBCCBDCEABECAAADAEACAAEDBCDBDAAEAD,CCAEBDBDDECEDBEEEBDBCDBCBDCACCAECCEBCDBBCDBBB,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,100.0,120.0,80.0,540.0,F,F,C,D,4,H,A,D,D,C,A,B,C,B,A,B,A,B,D,A,A,E,A,D,B
"2,10057E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4202909.0,Brusque,42.0,SC,4.0,1.0,1.0,4202909,Brusque,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,418.5,601.0,549.3,642.5,EBBDBACACADBEABBACDDBEAEEABEBBAEEDCAEDBAEEDAD,AAAECADEDBADECBECDABCDDBABDBCEDACACDABDDDADEE,BCADEDABACAEEDACAECCBAEECCBBCEBEBDBCABEEDDCDE,CAAAABDBEBACBDBDCDDBBCCBBCBDBBABDCEBBEBDDEACD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,180.0,140.0,160.0,140.0,780.0,F,G,D,D,4,N,A,D,D,C,A,C,C,B,B,B,A,B,C,B,B,D,A,B,B
