NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
"2,10055E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4203204.0,Camboriú,42.0,SC,2.0,1.0,1.0,4203204,Camboriú,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,427.3,554.1,594.6,536.0,ADDECCABCCDAABADBBACDECDCAACDBBDCBBEAEEABDCCE,CCDCBAEDDDBCBACCCEEBADADBEDDAAEEADCABABDAAEBB,DECDBDEBCADADAABBDACECEADDDAEEDABDACACABEBCBB,BAECBBEBDCDAEBDCAEB.CCBDAECCDBBCEDDAACBDBDEAB,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,100.0,120.0,120.0,580.0,E,E,F,B,5,C,A,C,C,C,A,B,B,B,A,B,A,B,B,A,A,E,A,A,B
"2,10055E+11",2022,2,F,1,1,1,2,0,3,1.0,0,4202008.0,Balneário Camboriú,42.0,SC,4.0,1.0,1.0,4202008,Balneário Camboriú,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,535.4,508.4,432.5,431.4,AEDBDBDACEDCAABADBECADCBABCCDEADCBCDEDDBCDEBE,EACCECBCDACEDEBCDADEBADEBDCEACDEABEDBDDDADBAD,BCDDCCEBDBDBECCEABEADEDACDEBDECABCDBCCEDCACEB,DBAACBCDAEBEDBADACBDBBEADAECBDECABEDCABCEAEBC,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,180.0,120.0,120.0,140.0,660.0,F,D,D,D,2,L,A,D,D,B,A,B,B,B,A,B,A,B,C,A,B,C,B,C,B
"2,10056E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4208906.0,Jaraguá do Sul,42.0,SC,4.0,1.0,1.0,4208906,Jaraguá do Sul,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,586.5,599.0,584.7,652.4,BAEDBBBDDACCCABEADDAACCDEBEAEDABBBBADDBEDACAC,DEABCBDAABACECBEADDDBDDAABDEDECAAADCEBDABBBCA,DCBDEEEBAEACEDADADCDBACECCBBDBEAADACACADBDCAE,ABEBECDBECACABBCBAEDABECAADCBEAEDAAABEDCCACDD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,120.0,120.0,120.0,120.0,600.0,G,F,D,D,4,P,A,E,D,B,A,B,B,B,A,B,A,B,E,B,B,E,A,E,B
"2,10055E+11",2022,2,F,1,3,2,2,0,2,1.0,0,4205456.0,Forquilhinha,42.0,SC,2.0,1.0,1.0,4204608,Criciúma,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,434.2,463.8,443.8,444.2,ECBBBCEDEDBBBECDDEBDACABDBEECEBDABCBECDAAEABB,BCCCABECABCBCDEDA*ECCEEADDAEEADDAEEEABDAADAAC,DDEDEBCBDAAEEACEBBDEDEACCADABECAACEEDDDCCDACA,BBCDAEBAACBCBDEDBDEACAEAADEAADCBADEDECCEAECBA,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,100.0,120.0,100.0,560.0,E,E,C,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
"2,10056E+11",2022,3,M,1,1,1,2,0,3,1.0,0,4205407.0,Florianópolis,42.0,SC,4.0,1.0,1.0,4205407,Florianópolis,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,622.3,615.6,535.1,780.6,DCECDCAACCAEBBDCABECEDACBDCACEDCECBDAEDCBEBCA,ECDEBCEDBBCBBCBECDDBAEAAECEDEBBCDDEABADCCEADB,DECDBCEBCACADDEAEDCDEEBDCAEBDAEABCADCACBC.CBA,BEEEADADDBCEBCBBAAAACBCBBCC.CBCBEBECCDDBDCBDC,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,200.0,180.0,200.0,200.0,940.0,F,E,D,B,4,K,A,D,D,B,A,B,B,B,B,B,A,B,C,A,A,E,A,E,B
"2,10056E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4207304.0,Imbituba,42.0,SC,2.0,1.0,1.0,4207304,Imbituba,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,521.7,539.4,531.9,536.9,DCEACBADEEAABCDBCBCBDDAAADABBDADCBEBBEBDAEEBA,EACABEDBCCACDDAACDDDACADABADABEDDCCACBCCAAAED,DBEABACBCADCAAAECDEBDAABBCBCCCEABDBCEBABEACDA,BAECACABBDCAABDEABABDEECDCEADCBAECCDDBACCABDB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,120.0,120.0,100.0,560.0,F,G,D,D,3,C,A,C,D,B,A,B,A,B,A,B,A,B,B,A,A,D,A,B,B
"2,10056E+11",2022,2,F,1,2,1,2,0,2,1.0,0,4202909.0,Brusque,42.0,SC,2.0,1.0,1.0,4202909,Brusque,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,462.1,543.8,559.8,485.8,EACCACADBBBADBAEEAEDABEDCBDCAEBBBDBCABACBAECD,DCAEEEDDDAADADEDAADEBACEBECDEBEECBDDBCDDBDEAC,BDEDDCCBDAADBBCBBDEAEEEADACAEEAAACBAAEBDBDEEE,BCCAABDCADBCADACEABBDECDEABABCDDEDBACECEEBDCA,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,8.0,0.0,0.0,0.0,0.0,0.0,0.0,H,D,F,B,3,F,A,C,C,A,A,B,B,B,B,B,A,A,B,A,B,E,A,A,B
"2,10056E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4207304.0,Imbituba,42.0,SC,2.0,1.0,1.0,4207304,Imbituba,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,562.7,625.2,545.9,733.8,BABECBAB*CC*DAADCDABBECBABBBAECEECBBDEADDACAB,DEABAEDBDBADDCBEADABEDDAAEDBABCACAEDCBCDCACCE,DCBDABCBADDABDBABEAABACCCCBBDAAEADABADABBDACA,ABCAACEBECACDCAACADEAEDACEACBEAEDBCAEEACECAEC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,120.0,140.0,120.0,100.0,600.0,B,E,C,B,6,E,A,B,C,B,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
"2,10055E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4205704.0,Garopaba,42.0,SC,2.0,1.0,1.0,4205704,Garopaba,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,573.7,398.2,510.4,756.7,DABDAEBBBBCCDABDBDECBDCBEBBACDBBEDACEBDACEDBB,DCACCEEEDE*DCCBBBACDAAEEDDDACBCEEAAABABCDEECC,BDDEEEAEABCEDDBBBACDAAEECCCACBCDADECAAAEEDBDE,DBBAABEBECACBCADCDDDCABCBCECBEAEDCDBDBDEAACAC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,160.0,120.0,140.0,160.0,700.0,B,B,A,A,6,I,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,E,B,B,B
"2,10057E+11",2022,3,F,1,1,2,2,0,2,1.0,0,4208203.0,Itajaí,42.0,SC,2.0,1.0,1.0,4208203,Itajaí,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,444.4,502.2,565.0,584.2,CABCDCCEEBECBDCDABDAEBDCACEABBEADCEDAEBDAECAC,AEDDAABEEECECEECDCACAEDCCBACBEDAEAEDBBAEBCDAA,CCBECCAABDEEBDBAAEECEAEACAABBEEBEACEBBAADECCD,CADECBCDEDDABEABDCADECBDBCDEACADEBDAEBCDEECEA,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,40.0,40.0,120.0,40.0,360.0,E,E,C,D,4,E,A,B,B,A,A,B,A,B,A,A,A,A,B,A,B,D,A,A,B
"2,10057E+11",2022,2,M,1,1,1,2,0,3,1.0,0,4216602.0,São José,42.0,SC,4.0,1.0,1.0,4216602,São José,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,500.7,525.0,531.5,578.9,.DDACADABCEAACBBEBCACDBBDDBECDBBBACBDADBCABDB,EABEBCCBAADBADACCAEBABACAEAABEEEDBEACABCDAEDC,ECBABADBCADADBCABDDDEEEBBAAABCBABDBDCEADEECBA,BBEBECABDBCDECDEAECBDECBBBBECDAECDECDCBDCADAA,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,120.0,160.0,180.0,700.0,E,E,C,B,4,H,A,D,E,B,A,B,B,B,A,B,A,B,E,A,A,E,A,A,B
"2,10055E+11",2022,3,F,1,1,1,2,0,3,1.0,0,4208906.0,Jaraguá do Sul,42.0,SC,4.0,1.0,1.0,4208906,Jaraguá do Sul,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,487.3,631.8,649.2,815.5,ECBBAAACCBDEEDADECDDABDDCBACDDCBCADBACEDBBCCD,ABAEABBCDEACECEDAABDBCDDBEBBEBBECBEBACDDAACAB,BDECDCCCDBCCBACBDABAEECABAAAEEAAECDCADBEBDBAC,ECDDDBCACECDABCBCCCBCCECAACDBAAACEBABDEECAEBE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,180.0,200.0,160.0,200.0,180.0,920.0,E,E,E,E,4,H,D,E,E,B,A,B,B,B,A,B,A,B,E,B,A,E,A,E,B
"2,10055E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4209102.0,Joinville,42.0,SC,2.0,1.0,1.0,4209102,Joinville,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,406.2,544.5,399.6,584.8,DBBDBDCABDDABABBDEABCCEEEDBAECDCABECDEDECEECE,CEABCDEAEBBAEBCEAEACADDBAADDBDDACBCCABCABCABB,EECCAEEEBDABACABDABBEAACBEADAEAABDCDDDABAADAB,BAACECCEEAABCADBBDDCABEDCDABBAABDDBCAEEACEEBD,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,180.0,160.0,200.0,200.0,900.0,C,C,F,F,3,C,D,C,D,B,B,B,B,B,B,B,A,B,C,A,A,D,A,B,B
"2,10056E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4218301.0,Três Barras,42.0,SC,2.0,1.0,1.0,4203808,Canoinhas,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,451.3,514.8,355.2,440.7,EEADBEEABCEBECCBDCAEDCBCEDAEABBBDEBBACECCBAEE,DCCCECDDDDBCAABDCAAEECDADEEEABDDAECEAABBACEAD,DEECEBCDAEABCCDAECECECEEDDDAEEADECBCCEEADDEEC,EEEBEACDAEEAAEECECADCCEECBDADCEDDCECDBDEEECDD,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,40.0,40.0,100.0,0.0,280.0,E,E,F,F,3,D,A,B,C,B,B,B,B,B,A,B,A,B,B,A,A,D,A,A,B
"2,10057E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4209409.0,Laguna,42.0,SC,2.0,1.0,1.0,4209409,Laguna,42,SC,1,1,1,1,1088.0,1058.0,1067.0,1077.0,501.9,490.3,487.8,638.5,DDEBBCDCDBBACDCECADDBDACCDCEDBABCDECADDACDCCD,AEEECEBCACBBEDDDEEABEEEECADDACEBEACDBBEABECAE,DCCBDCEACDBCAAAAABAABCDCCACCCEBEAACBCEBDDACAB,EEACEDDCCCCCBEABDCECBDBAEDECDCDBBBEEABCDEEDAC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,100.0,120.0,100.0,80.0,20.0,420.0,B,B,B,F,5,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B
"2,10056E+11",2022,2,F,1,1,1,2,0,2,1.0,0,4208203.0,Itajaí,42.0,SC,2.0,1.0,1.0,4208203,Itajaí,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,526.9,597.5,582.8,498.8,BBEDEBADACBCDCCBCECCBDDDDEAEADABBAAADADCBEBBA,EAAABDDDBDEBBDBBCDDBABBCDADDAEBDDAAABCBCDAADB,EEEAADDBCAECECAAADCCACCABEBAAACABBBCBAABAECCC,CEEDACABCCDCEBACBDCBCDECBABDCAAEBDCEBDAEDBCEA,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,140.0,120.0,140.0,200.0,740.0,E,C,C,D,3,G,A,B,C,B,A,B,B,B,A,B,A,B,C,A,A,D,A,A,B
"2,10056E+11",2022,2,F,1,1,1,2,0,3,1.0,0,4209102.0,Joinville,42.0,SC,4.0,1.0,1.0,4209102,Joinville,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,512.5,562.7,500.4,481.0,ADCDBBACACDBACDDACCEABEECBDCEDBECABCCDBACECDE,EBCEEDBDDCADABBCAAEDBCDDAECDABBEBAAC*BBDECCAA,BDECBCCACDBABAEBDDAAECDACBDADEADEDBEABDEDDBAA,BBDBBCDADDCEADACEBCACABBECBEBDBADAACEDEBDACCB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,120.0,120.0,200.0,680.0,F,H,C,B,4,G,A,B,C,B,B,B,B,B,B,B,B,B,B,A,B,D,B,C,B
"2,10057E+11",2022,2,F,1,3,1,2,0,2,1.0,0,4209003.0,Joaçaba,42.0,SC,2.0,1.0,1.0,4209003,Joaçaba,42,SC,0,1,1,0,,1055.0,1065.0,,,525.6,408.5,,,ECACEBADBCACACAECABBCABCACBCBDDADACCECCAABDCE,ACCAAECAAEBAACAABDEBCAEABCEABCCCABCCDCEDCAAAD,,1,,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,D,C,F,B,4,C,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,E,B,A,B
"2,10055E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4205308.0,Faxinal dos Guedes,42.0,SC,2.0,1.0,1.0,4219507,Xanxerê,42,SC,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,A,B,4,C,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,A,B
"2,10056E+11",2022,3,F,1,1,1,2,0,2,1.0,0,4204202.0,Chapecó,42.0,SC,2.0,1.0,1.0,4204202,Chapecó,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,568.5,561.8,583.6,572.4,ABACDCABBCBACCBCBCCACDECBCACCEAEDABCDEECBADDA,EADEBEDAAADBEBBCCDEBABADEEEEBBBCADCABEBDACEAB,DECDBDEBCADADCCEEDADCDAEBABACCAABDECBCAEEECCB,BABAABDCDAEBDAAEAEAEEDDDDCCECCAECEECDBCBCCBDD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,120.0,120.0,80.0,560.0,G,E,D,D,5,F,A,D,E,B,A,C,B,B,B,B,A,B,C,B,A,D,B,B,B
"2,10057E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4209102.0,Joinville,42.0,SC,2.0,2.0,1.0,4209102,Joinville,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,570.3,477.2,482.8,445.6,EBADCECABACDAABDBBDBBCCEABABACAACEBDECBDEADCE,CCACADBABBBDBAAEABBBACBBBADCEBCBCACCBBDDAACEE,BCDCDBDBABACCBDCDCABDEEEBCBCADAABD*DABDEBAADE,BCCEECCEEAEBCBECCDDADDCCADCBECBCBCDBBBBDCEBAE,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,3.0,0.0,0.0,0.0,0.0,0.0,0.0,E,E,C,C,4,F,A,B,C,B,A,B,B,B,A,B,A,B,B,A,A,D,A,A,B
"2,10056E+11",2022,3,M,1,1,1,2,0,3,1.0,0,4205407.0,Florianópolis,42.0,SC,4.0,1.0,1.0,4205407,Florianópolis,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,605.3,664.1,625.5,636.2,CBECDCAADCAADDEDCDCCBBECADAEBEDEAABBBEDAEABBC,EABEBCDDDAEDBBBCCADDAEACDCEDEBBCDDEABEBDAAADC,DECDBDDBCABEAAAABDECCEECBABEECAABDECBCABEECDA,BDECECEADCCEBDABCACBCDAECCBDAEDEBACDEDBDECEAB,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,180.0,180.0,180.0,200.0,880.0,F,E,D,D,5,L,A,E,D,B,A,C,C,B,B,B,A,B,D,B,B,E,A,D,B
"2,10055E+11",2022,3,M,1,1,1,2,0,2,1.0,0,4219309.0,Videira,42.0,SC,2.0,1.0,1.0,4219309,Videira,42,SC,1,1,1,1,1086.0,1055.0,1065.0,1076.0,429.2,462.8,517.4,609.7,EEAABDCCBACDEABABDBACCABBABECCCBACBCDDCCDECCD,CCABBEBEEEBDCCCEDEEBCCEDAEECCEADABECDEBBCAEBB,DBBDBECEAABDBAACBCCBADAEBCBCDEAABDEBADAEDBAEB,BADAECBBEBACDBCDEADBCDABBDBDBECCDAECBED*BEBEC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,160.0,120.0,160.0,140.0,700.0,B,E,B,B,3,C,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,B,A,A,B
"2,10055E+11",2022,2,F,1,3,2,2,0,2,1.0,0,4208203.0,Itajaí,42.0,SC,2.0,1.0,1.0,4208203,Itajaí,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,481.3,458.3,402.6,358.8,AEDBBBCCADACBADEEDADABDCDACCAEEDEBACBBDAAECDA,DCCDBEDCBBACACBBAAABECDBEAAEBDACBDCBADBCBACAA,BDDCBACBBCAAACBEDCCADCBEABCBEACAACBDBDEADDBAD,CBEDECDDBDAEBBCDBCADBECABECADBCDDDEBACDBEEDAE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,80.0,120.0,40.0,480.0,H,F,C,B,6,B,A,C,E,C,A,C,C,B,A,B,A,B,D,A,A,E,A,B,B
"2,10056E+11",2022,3,M,1,1,1,2,0,3,1.0,0,4204608.0,Criciúma,42.0,SC,4.0,1.0,1.0,4204608,Criciúma,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,494.4,636.8,577.5,850.4,CBDCDCAACCBAABDBCBEADBAACEACBABCBBACDBEABEBDD,DBBEBBDDBDECBABBCAECAEACBEDDABBCDAEABABDAAADB,DECDBEDECAEADEAACDABEEECACEEAABABCBCCAEDEDCBB,BEEBADABDECEBDBAAADACECBCCCDCCDBBEEBAACACDEAD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,200.0,140.0,160.0,160.0,800.0,G,G,E,D,2,F,A,B,C,B,A,B,B,B,A,B,A,B,C,B,B,C,A,B,B
"2,10057E+11",2022,3,F,1,1,1,2,0,3,1.0,0,4216206.0,São Francisco do Sul,42.0,SC,4.0,1.0,1.0,4216206,São Francisco do Sul,42,SC,1,1,1,1,1087.0,1056.0,1066.0,1078.0,530.4,606.1,597.6,670.9,EBACDCADCBBABECCCBBEBADBCCAACEBCEBEBECEABAECA,ECDEBACDBDEBBBBBEEDCACACAEEDABBDAAEABCECAADDB,DBCDBDEBBADACBAAEDACCCEABABAECEABDBCBDABEECBA,BBECACAEDECCBBBAAEBBEEDCCCCEBBBECBDCDDBDCBAAD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,200.0,140.0,140.0,140.0,740.0,F,F,D,D,4,P,B,E,E,B,A,C,C,B,B,B,A,B,D,A,B,E,A,C,B
